dc_bus_ripple_voltage_V,capacitor_esr_mOhm,junction_temp_C,mosfet_on_resistance_mOhm,conversion_efficiency_pct,heatsink_temp_C,command_fan_rpm,actual_fan_rpm,thd_pct,mains_surges_count,health_state
10.26,22.61,77.83,7.21,91.68,72.99,3500,2512,5.93,4,2
6.64,13.03,57.15,5.76,95.6,50.12,3000,2780,2.79,0,1
11.71,21.46,70.71,7.12,93.08,66.51,3500,2899,5.2,6,2
7.18,12.96,54.13,5.91,95.7,52.05,2000,1810,3.47,3,1
5.12,10.71,44.14,5.03,98.71,38.65,2000,2005,1.48,0,0
10.69,22.71,74.62,7.36,91.27,67.78,3500,2749,4.66,3,2
7.97,13.59,52.4,5.71,95.58,53.88,2500,2246,3.34,3,1
7.52,15.56,55.14,5.87,95.94,50.48,2500,2310,3.01,3,1
7.87,12.28,53.45,5.59,96.01,49.24,2000,1831,3.23,2,1
4.61,10.48,43.56,5.13,98.78,41.26,1500,1469,1.52,1,0
6.93,13.76,53.55,5.94,95.38,54.32,2000,1850,3.33,1,1
6.59,14.36,54.93,5.51,96.37,53.22,3000,2875,2.64,2,1
22.22,35.17,97.22,10.53,87.66,94.41,4000,2291,10.18,5,3
11.7,19.05,77.27,7.14,91.93,69.02,3500,2884,5.51,2,2
5.21,10.09,43.91,5.02,98.73,40.84,2000,2045,1.58,1,0
10.8,24.56,71.76,7.6,91.41,66.65,3500,2591,5.94,3,2
4.8,9.6,44.39,5.1,98.53,41.79,2500,2521,1.47,0,0
4.6,9.72,43.61,4.95,98.75,38.33,2500,2541,1.54,0,0
13.22,21.56,74.82,7.57,92.72,69.81,3500,2799,4.62,2,2
5.22,9.29,45.15,4.96,98.37,41.3,2000,2036,1.55,1,0
18.44,30.98,95.28,9.27,83.63,88.5,4000,1736,8.27,8,3
16.09,38.09,101.85,10.02,84.51,85.07,4000,1995,10.59,7,3
20.42,35.79,92.05,10.59,86.87,90.19,4000,2247,9.08,7,3
20.33,31.57,88.79,10.28,85.71,92.93,4000,2198,7.19,10,3
19.05,36.73,87.84,9.02,84.95,90.67,4000,1721,7.53,5,3
7.44,12.44,54.27,5.94,95.29,51.31,3000,2760,2.6,3,1
5.16,10.18,46.16,5.02,98.75,39.77,2500,2478,1.39,0,0
13.32,21.42,73.8,7.66,91.48,71.26,3500,2710,5.76,3,2
21.87,36.68,97.2,10.59,87.53,94.3,4000,2338,10.95,6,3
12.46,22.82,78.37,7.1,92.02,70.02,3500,2802,5.75,2,2
4.76,9.55,46.88,4.82,98.78,38.25,1500,1532,1.41,0,0
5.09,10.59,46.28,4.82,98.65,38.94,1500,1499,1.54,0,0
16.31,30.54,92.91,10.38,82.99,87.82,4000,1521,7.35,9,3
4.92,9.48,44.25,4.91,98.72,38.8,2500,2491,1.51,0,0
10.4,22.48,74.64,7.41,92.17,67.9,3500,2872,6.22,6,2
5.32,9.45,44.59,4.99,98.6,39.25,2500,2523,1.33,0,0
13.53,20.88,70.91,7.43,90.85,72.4,3500,2828,5.92,2,2
23.46,30.71,95.8,10.73,87.91,94.91,4000,2084,7.03,9,3
12.9,20.74,73.99,7.1,91.55,73.09,3500,2812,4.98,2,2
8.37,13.57,56.31,5.94,95.23,54.6,3000,2861,2.51,1,1
8.47,14.38,55.48,5.75,96.03,52.33,2500,2362,3.08,0,1
10.7,24.22,79.18,7.85,91.88,72.33,3500,2640,5.09,5,2
7.79,15.56,54.32,5.75,95.85,49.31,3000,2718,2.66,2,1
12.64,19.48,76.19,7.86,91.34,73.53,3500,2890,5.22,2,2
5.27,9.41,43.49,4.9,98.46,39.23,2500,2544,1.52,1,0
4.52,9.14,46.22,4.81,98.71,39.62,1500,1522,1.6,1,0
7.8,13.03,55.66,5.94,95.32,52.98,3000,2782,3.08,0,1
19.79,33.59,91.32,10.36,86.2,85.28,4000,2330,7.87,9,3
23.93,39.18,98.92,9.96,85.32,91.34,4000,1666,9.41,10,3
19.79,30.3,89.0,9.77,85.82,92.23,4000,1935,7.55,10,3
17.94,33.11,98.16,9.8,83.33,89.3,4000,1610,9.81,10,3
6.67,15.92,57.9,5.76,95.87,50.78,2500,2294,2.94,1,1
6.79,15.28,54.36,6.06,96.17,53.72,2500,2286,2.52,3,1
7.34,15.9,56.77,5.5,96.57,50.69,3000,2749,2.77,0,1
8.45,13.23,53.67,6.03,95.81,51.56,3000,2702,3.02,1,1
7.02,12.25,53.68,5.7,95.71,52.3,3000,2739,3.02,0,1
12.05,24.29,75.18,7.04,93.3,71.37,3500,2586,5.82,5,2
5.26,10.61,46.95,5.18,98.45,40.87,1500,1495,1.62,1,0
8.35,13.56,54.85,5.81,95.76,50.43,2500,2319,2.59,1,1
5.24,10.69,43.73,5.18,98.27,38.61,2000,1990,1.38,0,0
11.33,23.25,74.85,7.28,93.43,69.52,3500,2760,5.21,4,2
18.32,39.13,101.72,10.93,84.6,88.08,4000,2031,8.58,7,3
17.73,32.33,88.65,9.71,82.66,88.62,4000,1689,10.55,7,3
7.15,12.94,53.25,5.57,96.34,50.55,2000,1798,3.34,3,1
4.72,9.56,43.42,5.14,98.47,40.02,2000,2016,1.55,1,0
21.39,32.59,100.23,10.23,87.95,87.0,4000,2016,7.79,7,3
7.31,14.42,52.96,5.55,96.14,50.97,3000,2822,2.83,0,1
6.95,13.58,52.34,5.99,96.04,50.44,2000,1810,2.8,0,1
13.59,24.68,70.47,7.88,91.02,72.87,3500,2533,6.18,5,2
21.16,34.57,93.01,10.28,83.93,93.47,4000,1659,7.7,5,3
13.27,21.33,79.87,7.29,91.55,69.83,3500,2684,6.22,6,2
7.14,14.02,56.81,6.07,96.76,53.34,2500,2211,2.95,0,1
11.64,24.75,77.23,7.97,90.63,70.83,3500,2518,4.7,4,2
12.19,24.25,79.54,7.58,91.87,73.48,3500,2859,4.54,3,2
23.98,39.91,91.62,9.07,87.27,91.68,4000,1840,9.65,5,3
13.99,20.94,73.56,7.09,91.32,67.96,3500,2846,5.61,2,2
7.72,15.98,54.61,5.9,96.49,54.7,2000,1804,3.08,1,1
12.63,19.59,75.68,7.52,91.69,70.37,3500,2643,5.3,2,2
13.44,22.63,74.25,7.22,91.54,68.36,3500,2581,6.3,5,2
12.82,21.66,78.45,7.57,92.0,71.84,3500,2673,4.59,2,2
17.9,35.48,101.81,9.28,82.94,92.38,4000,2425,7.74,9,3
7.11,13.96,57.63,5.71,95.84,52.29,2500,2250,2.67,1,1
5.45,9.83,44.73,5.14,98.34,40.93,2000,1957,1.32,0,0
19.77,31.29,95.2,9.2,83.86,93.26,4000,1817,10.11,9,3
22.3,36.85,87.51,9.69,87.8,92.09,4000,2109,8.96,8,3
6.69,12.7,55.45,5.97,96.56,52.13,2500,2296,3.26,3,1
5.01,9.69,46.76,4.85,98.53,41.45,1500,1508,1.61,1,0
18.77,32.63,91.88,10.75,87.66,87.23,4000,2447,7.54,5,3
5.46,9.45,46.88,4.81,98.69,38.08,2000,2010,1.4,1,0
11.13,24.69,74.95,7.31,93.13,67.9,3500,2789,6.02,2,2
16.22,34.34,92.87,9.12,82.15,93.99,4000,2257,7.39,8,3
5.18,10.22,45.15,4.95,98.42,40.83,2500,2501,1.32,1,0
6.6,13.33,54.04,5.74,95.99,49.41,2500,2256,2.96,0,1
10.57,21.63,74.24,7.9,92.36,71.7,3500,2779,5.14,5,2
18.38,31.45,92.04,9.65,85.16,90.44,4000,1713,10.0,5,3
5.32,9.96,43.42,4.87,98.39,41.4,2500,2500,1.69,1,0
21.21,34.43,90.55,10.79,83.67,92.88,4000,2349,7.85,9,3
5.09,10.97,44.77,5.17,98.65,38.8,1500,1461,1.66,1,0
16.79,38.31,94.92,10.06,85.38,86.14,4000,2308,10.17,8,3
5.18,9.37,44.96,5.16,98.46,40.26,1500,1524,1.54,1,0
5.15,10.45,43.22,5.07,98.37,38.95,1500,1460,1.49,0,0
16.3,37.27,92.2,10.28,83.1,92.98,4000,1596,8.77,9,3
12.76,21.02,70.26,7.5,91.42,68.07,3500,2510,5.85,5,2
8.46,12.29,54.91,5.63,96.22,49.09,2500,2279,2.5,1,1
17.53,30.72,94.13,10.92,82.41,91.05,4000,1933,9.88,10,3
16.95,31.47,91.7,10.45,87.21,90.41,4000,2152,10.4,9,3
17.6,35.7,102.44,10.35,83.97,94.54,4000,2070,9.5,9,3
12.27,23.65,75.98,7.5,90.79,69.75,3500,2678,6.28,5,2
7.19,13.09,55.73,5.83,96.7,52.47,2500,2206,2.78,2,1
22.38,30.01,90.14,9.22,85.84,89.81,4000,2109,7.85,7,3
12.14,23.1,79.9,7.33,91.0,73.14,3500,2530,4.62,5,2
5.33,9.19,44.9,5.01,98.75,38.77,2500,2525,1.61,1,0
5.0,10.64,45.33,4.87,98.52,40.89,2500,2534,1.68,1,0
10.75,24.85,79.89,7.94,92.18,66.7,3500,2874,5.6,2,2
11.97,23.36,70.36,7.58,91.52,70.49,3500,2540,6.43,6,2
16.6,38.85,93.93,9.92,85.36,89.21,4000,2278,9.23,8,3
18.92,38.49,96.68,10.18,83.18,86.49,4000,2195,9.83,7,3
7.97,12.75,52.88,5.6,95.63,53.76,2500,2205,2.62,3,1
19.19,34.58,98.11,9.48,84.3,90.39,4000,2331,10.26,10,3
11.1,19.26,73.34,7.25,90.83,72.84,3500,2591,6.16,5,2
5.45,9.43,45.15,4.95,98.34,38.54,2000,2012,1.6,0,0
7.5,14.96,56.43,5.57,95.81,51.93,2000,1897,3.25,2,1
6.78,12.77,57.47,5.54,96.06,51.94,2000,1799,2.62,3,1
5.47,9.05,46.72,4.8,98.79,38.39,2500,2454,1.36,1,0
20.06,33.03,101.88,9.08,82.04,92.67,4000,2324,8.51,5,3
13.83,24.77,73.92,7.47,90.72,73.13,3500,2628,5.01,6,2
5.33,10.17,43.51,5.1,98.63,40.56,1500,1471,1.64,0,0
5.09,9.14,46.99,5.08,98.21,40.84,2500,2522,1.41,0,0
5.17,9.73,45.93,4.94,98.55,41.81,1500,1504,1.56,0,0
11.25,20.37,70.85,7.33,91.71,72.03,3500,2783,4.92,5,2
6.76,12.75,52.06,6.07,95.71,51.21,2500,2200,2.86,1,1
12.89,22.5,78.64,7.29,91.76,70.23,3500,2656,5.1,5,2
6.74,15.42,56.27,5.87,95.3,53.41,2000,1732,2.8,3,1
4.97,9.01,43.96,5.05,98.76,41.51,1500,1526,1.47,1,0
7.6,15.61,56.65,5.88,95.77,53.19,2000,1729,2.98,2,1
5.23,9.26,44.44,5.16,98.35,38.47,2000,2002,1.36,0,0
12.54,20.0,72.76,7.67,92.31,73.13,3500,2673,5.04,5,2
12.96,19.58,79.91,7.46,92.25,67.97,3500,2618,5.57,5,2
17.25,36.19,91.7,9.24,85.51,85.19,4000,2076,10.38,6,3
7.38,14.43,55.51,5.98,95.51,50.79,2500,2310,3.41,1,1
18.76,35.64,92.77,9.69,82.26,91.09,4000,2072,9.42,7,3
13.74,21.66,72.44,7.82,91.82,67.23,3500,2762,4.63,5,2
18.2,33.92,92.03,9.05,84.29,88.88,4000,1636,9.37,6,3
4.53,10.55,46.24,5.16,98.44,40.61,1500,1515,1.61,1,0
8.21,13.5,52.79,5.64,95.51,51.69,2000,1759,3.15,3,1
8.35,12.42,57.95,5.78,95.46,49.56,3000,2848,3.47,0,1
12.81,19.57,71.97,7.72,92.61,71.61,3500,2797,4.58,4,2
12.2,24.48,71.21,7.29,91.52,72.27,3500,2699,4.57,4,2
4.85,9.77,46.46,4.88,98.38,38.87,1500,1545,1.68,0,0
11.5,19.72,76.55,7.62,92.3,68.62,3500,2819,5.54,5,2
7.74,15.55,53.72,5.8,96.29,50.07,2000,1789,3.08,0,1
5.08,10.19,43.09,5.03,98.67,41.79,1500,1463,1.49,0,0
17.1,31.06,100.43,10.66,82.56,91.64,4000,1797,10.0,7,3
16.89,32.32,101.35,9.82,85.19,87.45,4000,2046,9.98,5,3
21.23,32.18,96.88,10.01,83.52,90.48,4000,2211,9.39,10,3
7.02,15.73,55.04,5.54,96.19,49.68,2000,1815,2.7,0,1
13.82,19.13,70.78,7.62,92.4,68.81,3500,2816,4.54,6,2
4.61,9.33,45.83,4.8,98.56,38.91,1500,1496,1.5,0,0
18.31,37.73,87.2,10.2,84.74,93.08,4000,1816,10.02,6,3
8.28,12.66,53.92,5.8,96.32,49.13,2000,1811,2.67,3,1
13.67,22.67,78.36,7.55,91.42,71.71,3500,2701,6.16,4,2
7.1,15.11,53.33,5.81,95.74,53.99,2000,1835,3.34,1,1
7.52,12.27,52.23,6.01,96.41,51.48,2500,2242,2.72,1,1
20.18,38.09,97.05,10.7,87.53,89.65,4000,1805,10.4,5,3
20.17,39.6,93.48,10.16,86.15,85.64,4000,1506,9.68,10,3
16.47,33.3,94.63,10.94,85.61,91.86,4000,2456,7.73,8,3
7.95,14.53,57.95,5.73,96.28,51.81,2000,1879,2.96,1,1
7.3,14.0,54.36,5.85,96.11,53.87,2000,1719,2.52,1,1
18.78,35.11,91.04,9.83,83.16,90.85,4000,1712,10.34,9,3
8.0,15.4,55.14,6.02,95.45,54.76,2000,1779,2.7,0,1
7.9,12.04,57.44,5.72,96.43,53.69,2000,1846,2.58,3,1
5.41,10.49,44.35,4.87,98.33,38.93,2000,2034,1.44,1,0
17.24,34.95,102.54,9.65,82.71,85.78,4000,1579,7.38,7,3
7.26,13.25,57.97,5.98,95.69,54.81,3000,2776,3.16,1,1
11.16,23.46,73.83,7.75,91.71,67.79,3500,2687,4.8,4,2
22.95,32.04,92.91,10.61,84.14,86.39,4000,2350,9.26,6,3
7.4,12.49,54.77,5.59,95.95,50.39,2000,1815,3.12,3,1
6.85,14.68,52.31,5.65,95.97,51.88,2000,1706,3.42,1,1
4.61,9.23,46.09,5.09,98.37,41.97,1500,1451,1.43,0,0
6.96,13.35,55.5,6.05,96.13,52.73,2000,1771,3.45,2,1
5.39,9.16,46.98,4.85,98.61,39.26,2500,2482,1.68,1,0
6.79,12.85,57.41,5.84,95.34,52.34,3000,2719,2.9,1,1
23.83,38.5,101.83,10.96,85.4,92.04,4000,1942,7.23,8,3
16.21,39.53,91.48,10.16,82.77,87.13,4000,2057,9.33,10,3
11.16,23.99,76.95,7.2,92.67,72.88,3500,2567,4.7,4,2
7.86,12.16,56.5,5.86,95.92,50.78,2500,2269,2.76,0,1
5.09,10.36,44.68,5.0,98.3,41.54,2000,2042,1.49,1,0
4.84,10.16,43.86,5.02,98.36,41.88,1500,1474,1.47,1,0
5.42,9.58,46.15,5.17,98.44,38.15,2000,2028,1.59,1,0
20.02,36.25,94.0,10.86,84.28,93.32,4000,1581,8.38,8,3
4.56,10.97,46.46,5.03,98.24,39.3,2500,2539,1.55,1,0
10.47,20.8,73.96,7.27,92.46,69.82,3500,2536,5.66,5,2
5.33,9.7,44.15,4.87,98.48,41.28,1500,1543,1.59,1,0
4.56,9.31,45.13,4.94,98.56,41.88,1500,1499,1.46,0,0
10.38,20.19,79.98,7.37,91.83,70.8,3500,2802,4.93,6,2
7.56,12.33,57.49,5.74,96.72,50.75,2500,2217,3.16,0,1
5.39,9.52,45.28,4.97,98.29,41.76,1500,1526,1.46,0,0
7.94,15.72,54.49,5.75,96.65,51.8,2500,2360,2.74,2,1
18.08,37.53,99.12,9.95,83.67,92.53,4000,2196,7.11,6,3
7.69,15.48,53.17,5.72,95.45,52.94,2500,2273,3.34,3,1
5.33,9.27,45.57,4.99,98.52,40.01,2000,1974,1.68,0,0
6.65,15.92,53.92,5.56,96.19,54.64,2500,2205,2.68,0,1
4.98,10.44,45.91,5.05,98.57,39.48,2000,2002,1.42,0,0
10.04,24.5,77.05,7.6,91.19,69.94,3500,2841,5.37,2,2
4.65,10.84,46.74,4.87,98.34,41.85,2000,2010,1.34,0,0
4.64,9.34,43.78,4.93,98.38,41.63,2500,2519,1.62,1,0
5.19,9.03,44.03,5.1,98.64,38.81,1500,1502,1.4,1,0
13.57,23.55,77.94,7.22,91.39,68.6,3500,2887,5.11,4,2
11.93,22.7,70.14,7.19,91.28,70.27,3500,2817,5.18,4,2
11.83,22.0,78.28,7.51,91.62,69.5,3500,2803,4.96,6,2
4.8,9.91,45.91,4.89,98.77,40.48,2500,2457,1.68,1,0
10.27,24.09,79.99,7.08,92.12,66.88,3500,2588,4.7,5,2
4.8,10.72,45.37,5.14,98.68,38.67,2500,2535,1.51,1,0
8.19,15.75,56.92,6.08,95.47,52.96,2500,2382,2.59,2,1
8.03,12.99,57.7,5.68,96.25,54.98,2500,2265,2.8,2,1
8.02,12.44,57.27,5.76,96.04,54.01,2500,2374,2.7,2,1
11.71,19.34,78.79,7.42,92.23,70.56,3500,2807,4.6,3,2
16.24,37.65,87.39,10.94,83.73,88.75,4000,1865,10.35,8,3
7.45,13.72,55.32,5.94,95.83,49.85,3000,2706,3.35,2,1
7.59,13.28,57.19,5.91,95.34,54.71,3000,2727,2.72,1,1
5.06,9.69,46.61,4.84,98.76,38.17,2000,1953,1.32,1,0
12.6,24.36,79.47,7.12,92.02,66.5,3500,2515,6.43,5,2
7.3,15.26,56.2,5.73,95.44,52.63,3000,2875,3.11,3,1
8.16,13.29,55.89,5.66,96.13,50.88,2500,2313,3.03,0,1
5.28,9.72,45.64,5.15,98.27,40.4,2000,1988,1.51,1,0
4.86,9.5,46.45,5.01,98.4,39.81,2500,2482,1.7,0,0
5.33,10.1,46.48,5.08,98.36,40.63,2500,2503,1.49,1,0
6.85,15.4,53.62,5.77,95.91,49.76,2000,1709,2.74,2,1
12.97,22.52,70.07,7.26,92.44,72.64,3500,2619,4.57,6,2
23.52,35.39,98.48,10.33,82.6,85.53,4000,2163,9.92,5,3
10.61,22.04,78.67,7.62,90.62,72.59,3500,2613,5.08,3,2
11.6,22.26,78.28,7.11,91.78,69.95,3500,2609,5.23,3,2
13.95,20.2,75.62,7.03,93.13,71.9,3500,2736,6.46,4,2
23.15,31.35,92.71,9.68,82.98,86.72,4000,1759,8.37,8,3
5.23,9.21,46.42,4.81,98.41,39.0,1500,1533,1.43,1,0
18.16,31.71,101.07,10.32,82.21,86.33,4000,2254,8.36,7,3
6.81,15.56,57.51,5.79,96.31,50.1,2500,2288,2.61,3,1
17.69,30.14,97.58,10.39,86.66,92.65,4000,1862,7.6,6,3
5.42,10.89,45.2,5.03,98.26,39.53,2000,1952,1.39,1,0
5.47,9.1,44.22,4.83,98.25,40.12,1500,1531,1.51,0,0
22.99,39.89,97.93,10.52,85.41,89.51,4000,2433,8.68,10,3
10.2,22.03,79.29,7.59,90.68,69.42,3500,2637,5.86,2,2
6.63,12.74,56.19,6.05,96.62,52.5,2000,1877,3.32,1,1
21.44,33.87,96.48,10.9,83.4,91.58,4000,2383,10.01,10,3
7.73,13.5,55.98,5.89,95.46,49.2,3000,2812,3.38,1,1
7.65,14.13,53.66,5.9,95.43,51.89,2500,2247,2.79,3,1
5.38,9.2,45.96,5.18,98.37,41.43,2500,2465,1.63,1,0
16.51,36.78,97.9,9.69,85.02,90.68,4000,1617,10.62,10,3
7.64,12.06,56.4,5.94,95.43,49.91,3000,2769,2.55,1,1
6.54,12.34,57.29,5.52,96.19,51.64,2000,1826,3.0,1,1
22.52,34.86,99.07,10.57,86.88,87.6,4000,1711,9.21,5,3
4.98,9.88,46.72,4.9,98.56,40.87,1500,1549,1.6,1,0
5.04,10.75,43.43,4.95,98.46,38.79,2000,2024,1.62,0,0
8.24,12.72,56.52,5.62,96.73,51.35,2500,2354,3.39,2,1
5.01,10.02,43.92,5.15,98.71,38.77,1500,1490,1.57,0,0
6.73,15.25,57.51,5.53,95.75,50.73,2000,1729,3.47,0,1
18.99,39.21,92.91,9.32,84.09,85.22,4000,2392,10.42,7,3
13.8,24.48,71.05,7.71,93.31,73.65,3500,2769,6.11,4,2
4.81,10.24,44.79,4.92,98.63,39.47,1500,1497,1.7,1,0
4.91,10.78,46.12,5.12,98.28,40.67,1500,1501,1.38,1,0
6.85,13.01,54.57,5.96,96.53,49.62,2500,2384,3.34,0,1
11.94,24.31,74.44,7.65,91.34,71.81,3500,2853,5.0,4,2
4.82,10.3,45.63,5.16,98.24,39.61,2500,2462,1.62,0,0
11.7,24.69,73.49,7.11,91.6,73.39,3500,2533,5.27,2,2
8.19,15.39,55.33,6.05,95.88,49.96,3000,2778,3.07,0,1
4.76,10.21,46.3,4.9,98.76,40.39,1500,1529,1.63,0,0
6.98,14.74,57.54,5.66,95.27,51.15,2000,1791,2.84,0,1
7.26,15.61,53.34,5.62,95.2,54.04,3000,2748,3.22,1,1
10.52,22.48,72.33,7.08,92.88,68.48,3500,2552,5.22,5,2
12.07,24.22,72.85,7.46,93.11,71.19,3500,2653,4.51,4,2
11.41,19.97,72.75,7.32,91.19,68.83,3500,2624,4.75,2,2
5.29,10.19,46.78,4.97,98.75,38.44,2500,2524,1.39,1,0
20.15,35.64,96.22,9.89,84.52,88.07,4000,2386,8.97,7,3
5.09,10.64,44.71,4.92,98.65,38.85,1500,1538,1.66,1,0
5.13,10.19,43.78,5.14,98.46,41.79,2000,1960,1.36,0,0
23.88,39.64,91.67,10.89,85.67,90.38,4000,1731,8.79,8,3
10.54,23.03,74.75,7.81,90.74,72.61,3500,2739,4.7,3,2
5.27,10.17,44.12,5.07,98.65,39.95,2000,1973,1.5,0,0
19.69,30.84,92.36,10.11,86.38,91.05,4000,1946,10.45,8,3
19.86,38.82,102.14,10.72,83.34,93.85,4000,1829,10.27,8,3
5.46,9.36,43.73,4.94,98.62,38.3,2000,2020,1.47,1,0
11.35,20.71,73.8,7.32,93.4,68.79,3500,2873,5.56,5,2
7.86,15.44,55.79,5.61,96.29,49.61,2000,1853,2.87,0,1
7.97,13.78,57.08,6.06,96.27,53.42,3000,2845,3.19,0,1
5.4,9.07,46.49,4.92,98.53,39.32,1500,1450,1.6,0,0
4.68,9.2,46.05,5.07,98.47,38.74,1500,1531,1.34,0,0
4.58,10.47,44.48,5.03,98.36,38.23,2500,2468,1.32,1,0
4.9,10.06,46.1,4.98,98.68,38.13,2500,2467,1.3,0,0
10.03,19.44,79.04,7.43,91.19,72.54,3500,2778,5.75,3,2
4.83,9.04,44.67,4.81,98.47,40.62,1500,1497,1.33,1,0
13.25,23.7,76.11,7.4,91.84,69.92,3500,2782,4.75,3,2
7.45,13.75,52.49,5.8,96.27,49.1,2000,1760,3.44,3,1
7.68,15.83,56.01,6.01,95.93,49.16,2500,2259,3.4,0,1
4.99,9.83,44.49,4.83,98.68,41.39,2500,2474,1.31,1,0
16.69,37.09,88.98,10.42,87.94,89.6,4000,2261,10.78,8,3
5.5,9.3,46.83,5.02,98.59,41.67,2000,2000,1.65,1,0
12.47,21.51,78.66,7.95,92.04,67.78,3500,2702,6.11,6,2
10.1,20.63,79.43,7.47,92.34,70.3,3500,2880,5.61,4,2
8.44,12.49,53.54,5.75,96.37,50.91,2000,1833,2.93,0,1
18.62,39.69,98.52,10.56,87.31,90.65,4000,2079,9.45,9,3
6.61,15.6,55.17,5.69,96.05,50.2,3000,2858,3.32,1,1
5.12,10.48,46.51,5.1,98.31,38.24,2500,2520,1.36,0,0
12.36,21.65,73.26,7.92,93.46,73.12,3500,2664,5.96,6,2
11.39,22.04,73.45,7.51,90.92,69.41,3500,2850,5.8,2,2
13.05,20.45,77.32,7.48,91.49,73.79,3500,2813,6.36,6,2
12.28,23.25,73.79,7.23,93.5,69.1,3500,2720,4.69,6,2
19.93,30.75,101.3,9.03,83.47,93.35,4000,2116,8.98,6,3
5.39,9.8,44.72,4.97,98.21,39.73,1500,1515,1.32,0,0
23.74,33.93,93.4,10.91,84.39,92.73,4000,2298,10.16,9,3
6.59,14.53,56.71,5.76,95.81,51.4,2000,1796,2.77,3,1
23.86,33.15,98.05,9.68,86.56,88.52,4000,2269,10.11,9,3
22.54,39.97,98.23,9.51,82.6,90.79,4000,1646,9.67,7,3
10.38,20.41,73.29,7.85,92.66,69.83,3500,2855,5.89,2,2
19.71,34.73,94.96,10.94,83.02,94.77,4000,2453,10.03,7,3
7.07,14.29,54.09,5.97,95.73,53.58,2500,2382,3.48,0,1
20.65,35.29,99.33,10.47,86.21,90.74,4000,2459,9.06,5,3
7.04,15.34,56.52,5.98,95.64,53.19,2500,2305,3.2,0,1
7.36,13.85,52.85,5.68,95.68,53.46,2500,2291,3.39,1,1
5.18,10.1,45.56,5.03,98.52,39.17,2000,2048,1.4,1,0
12.58,20.75,72.36,7.1,92.48,68.39,3500,2619,5.33,2,2
19.13,31.45,87.98,10.9,85.53,87.95,4000,2360,9.34,5,3
5.14,10.02,46.14,4.86,98.58,41.68,1500,1513,1.45,1,0
20.92,39.64,91.73,10.62,87.33,94.8,4000,1932,10.42,10,3
21.12,35.29,88.47,10.97,86.06,90.29,4000,1737,7.08,8,3
4.65,10.46,44.82,4.86,98.35,41.94,1500,1457,1.47,0,0
6.78,12.59,57.77,5.52,96.32,51.36,2500,2308,3.05,2,1
5.34,10.84,44.93,4.97,98.72,38.4,2000,2042,1.51,0,0
22.54,38.57,99.54,10.59,83.5,91.6,4000,2260,8.64,7,3
8.29,13.55,52.12,5.68,95.48,53.76,2500,2395,2.57,2,1
13.72,20.19,72.81,7.15,91.45,72.98,3500,2546,4.64,3,2
19.0,31.98,98.2,10.15,87.09,90.59,4000,2053,10.99,8,3
4.79,9.07,43.15,5.06,98.75,39.19,1500,1468,1.38,0,0
17.45,38.87,93.38,9.54,84.39,85.75,4000,1678,8.32,8,3
4.79,10.47,43.95,4.96,98.49,41.9,2500,2478,1.54,1,0
6.71,14.34,55.66,5.8,96.08,50.08,3000,2855,3.5,3,1
16.96,30.03,87.33,9.17,87.19,90.25,4000,2056,10.27,10,3
6.77,13.78,52.07,5.53,95.48,49.33,2500,2376,3.05,1,1
4.59,10.49,43.44,4.98,98.31,38.76,2000,1967,1.53,1,0
7.1,14.27,52.29,6.07,95.74,49.69,2000,1736,3.24,1,1
17.36,32.14,93.42,10.87,83.72,91.71,4000,1609,7.18,9,3
7.76,12.93,52.29,5.99,95.91,54.63,2500,2250,3.38,1,1
5.4,9.16,43.97,4.91,98.51,39.14,2000,1954,1.46,1,0
7.41,15.77,57.5,5.85,96.69,51.01,3000,2815,3.12,3,1
22.23,38.27,94.02,10.94,85.02,89.9,4000,2295,8.62,9,3
8.04,14.14,53.11,5.83,95.8,50.06,2000,1808,2.52,1,1
18.71,36.25,89.84,9.53,85.96,85.45,4000,1627,8.44,6,3
7.74,15.8,54.21,5.89,96.02,50.22,3000,2703,3.04,2,1
7.09,15.73,53.63,5.64,95.37,51.49,2500,2251,3.34,3,1
5.27,10.3,44.09,5.15,98.41,38.41,2000,2009,1.34,0,0
8.35,12.62,54.38,5.73,95.78,49.19,2500,2296,3.03,3,1
10.59,19.98,71.98,7.22,91.88,66.16,3500,2731,5.75,4,2
8.11,15.04,52.68,5.72,96.1,49.74,2000,1817,3.43,3,1
5.4,9.49,45.28,4.95,98.55,40.29,1500,1544,1.48,1,0
10.96,21.83,72.0,7.59,90.61,67.29,3500,2534,5.8,3,2
18.64,35.22,102.87,9.9,82.13,90.14,4000,2373,10.36,6,3
7.0,13.67,53.13,6.01,95.42,51.65,2000,1762,3.49,0,1
10.34,22.04,73.73,7.3,92.77,73.73,3500,2575,5.65,5,2
17.84,34.05,87.47,9.35,85.92,90.81,4000,2007,9.31,6,3
8.35,15.98,52.35,6.02,95.86,50.66,3000,2723,3.17,2,1
4.62,10.16,44.42,4.85,98.24,41.56,1500,1451,1.47,1,0
5.4,9.63,43.61,5.07,98.3,40.85,2000,1990,1.57,1,0
6.97,15.62,54.42,5.82,96.09,49.98,2500,2330,2.82,3,1
4.93,9.49,43.13,4.8,98.52,40.66,1500,1536,1.69,0,0
22.89,37.64,89.55,9.72,82.01,85.74,4000,1913,9.76,8,3
10.4,19.17,74.04,7.97,91.37,69.93,3500,2618,5.68,5,2
